"gene_id"	"gene_symbol"	"length"	"gc"
"ENSG00000004939"	"SLC4A1"	5125	0.558829268292683
"ENSG00000004948"	"CALCR"	4227	0.371421812159924
"ENSG00000004961"	"HCCS"	2343	0.426376440460947
"ENSG00000004975"	"DVL2"	5321	0.538432625446345
"ENSG00000005001"	"PRSS22"	2384	0.591862416107383
"ENSG00000005007"	"UPF1"	8600	0.596162790697674
"ENSG00000005020"	"SKAP2"	5361	0.4060809550457
"ENSG00000005022"	"SLC25A5"	1555	0.485530546623794
"ENSG00000005059"	"CCDC109B"	3555	0.39746835443038
"ENSG00000005073"	"HOXA11"	2307	0.538361508452536
"ENSG00000005075"	"POLR2J"	1355	0.552029520295203
"ENSG00000005100"	"DHX33"	5789	0.47279322853688
"ENSG00000005102"	"MEOX1"	2674	0.531413612565445
"ENSG00000005108"	"THSD7A"	10921	0.372768061532827
"ENSG00000005156"	"LIG3"	12901	0.498488489264398
"ENSG00000005175"	"RPAP3"	5350	0.421495327102804
"ENSG00000005187"	"ACSM3"	7510	0.420639147802929
"ENSG00000005189"	"AC004381.6"	4114	0.463782207097715
"ENSG00000005194"	"CIAPIN1"	3383	0.441915459651197
"ENSG00000005206"	"SPPL2B"	7419	0.63890012131015
"ENSG00000005238"	"FAM214B"	6409	0.549383679201123
"ENSG00000005243"	"COPZ2"	1866	0.54983922829582
"ENSG00000005249"	"PRKAR2B"	4262	0.395354293758799
"ENSG00000005302"	"MSL3"	9780	0.443456032719836
"ENSG00000005339"	"CREBBP"	15492	0.465853343661245
"ENSG00000005379"	"BZRAP1"	11389	0.591799104398981
"ENSG00000005381"	"MPO"	3527	0.569322370286362
"ENSG00000005436"	"GCFC2"	5462	0.373306481142439
"ENSG00000005448"	"WDR54"	2860	0.563986013986014
"ENSG00000005469"	"CROT"	4979	0.366740309299056
"ENSG00000005471"	"ABCB4"	7727	0.399249385272421
"ENSG00000005483"	"KMT2E"	9949	0.404864810533722
"ENSG00000005486"	"RHBDD2"	2390	0.574058577405858
"ENSG00000005513"	"SOX8"	4470	0.651677852348993
"ENSG00000005700"	"IBTK"	8719	0.37068471154949
"ENSG00000005801"	"ZNF195"	11711	0.44718640594313
"ENSG00000005810"	"MYCBP2"	15987	0.365484456120598
"ENSG00000005812"	"FBXL3"	7076	0.392594686263426
"ENSG00000005844"	"ITGAL"	6411	0.555919513336453
"ENSG00000005882"	"PDK2"	5471	0.581246572838604
"ENSG00000005884"	"ITGA3"	9802	0.574372577025097
"ENSG00000005889"	"ZFX"	9037	0.421268119951311
"ENSG00000005893"	"LAMP2"	5526	0.414042707202316
"ENSG00000005961"	"ITGA2B"	5695	0.533274802458297
"ENSG00000005981"	"ASB4"	4606	0.416630481980026
"ENSG00000006007"	"GDE1"	4390	0.451480637813212
"ENSG00000006015"	"C19orf60"	3370	0.596439169139466
"ENSG00000006016"	"CRLF1"	2967	0.518705763397371
"ENSG00000006025"	"OSBPL7"	6572	0.587644552647596
"ENSG00000006042"	"TMEM98"	5187	0.499325236167341
"ENSG00000006047"	"YBX2"	4631	0.587130209458
"ENSG00000006062"	"MAP3K14"	5668	0.517642907551164
"ENSG00000006071"	"ABCC8"	12588	0.49960279631395
"ENSG00000006116"	"CACNG3"	3088	0.543717616580311
"ENSG00000006118"	"TMEM132A"	7271	0.612570485490304
"ENSG00000006125"	"AP2B1"	7591	0.462257937030694
"ENSG00000006128"	"TAC1"	1712	0.460864485981308
"ENSG00000006194"	"ZNF263"	6403	0.486803061065126
"ENSG00000006210"	"CX3CL1"	5960	0.55738255033557
"ENSG00000006282"	"SPATA20"	5337	0.61663856098932
"ENSG00000006283"	"CACNA1G"	10062	0.593321407274896
"ENSG00000006327"	"TNFRSF12A"	1848	0.641233766233766
"ENSG00000006377"	"DLX6"	3445	0.543976777939042
"ENSG00000006432"	"MAP3K9"	12386	0.447117713547554
"ENSG00000006451"	"RALA"	3579	0.441184688460464
"ENSG00000006453"	"BAIAP2L1"	4821	0.498651732005808
"ENSG00000006459"	"KDM7A"	9378	0.441778630838132
"ENSG00000006468"	"ETV1"	9615	0.389911596463859
"ENSG00000006530"	"AGK"	10697	0.403664578853884
"ENSG00000006534"	"ALDH3B1"	6626	0.586326592212496
"ENSG00000006555"	"TTC22"	6111	0.53460972017673
"ENSG00000006576"	"PHTF2"	8646	0.355424473745084
"ENSG00000006607"	"FARP2"	14371	0.478602741632454
"ENSG00000006611"	"USH1C"	4904	0.524673735725938
"ENSG00000006625"	"GGCT"	1594	0.483688833124216
"ENSG00000006634"	"DBF4"	4595	0.388030467899891
"ENSG00000006638"	"TBXA2R"	2793	0.557823129251701
"ENSG00000006652"	"IFRD1"	7462	0.403913160010721
"ENSG00000006695"	"COX10"	6756	0.46388395500296
"ENSG00000006704"	"GTF2IRD1"	6498	0.581717451523546
"ENSG00000006712"	"PAF1"	2850	0.51859649122807
"ENSG00000006715"	"VPS41"	7752	0.39641382868937
"ENSG00000006740"	"ARHGAP44"	9322	0.528856468568977
"ENSG00000006744"	"ELAC2"	7002	0.466152527849186
"ENSG00000006747"	"SCIN"	11626	0.407792878031997
"ENSG00000006756"	"ARSD"	7026	0.523341873042983
"ENSG00000006757"	"PNPLA4"	3411	0.436528877162123
"ENSG00000006788"	"MYH13"	6120	0.466176470588235
"ENSG00000006831"	"ADIPOR2"	5831	0.434402332361516
"ENSG00000006837"	"CDKL3"	3149	0.399174341060654
"ENSG00000007001"	"UPP2"	2957	0.41630030436253
"ENSG00000007047"	"MARK4"	6656	0.576923076923077
"ENSG00000007062"	"PROM1"	7434	0.452246435297283
"ENSG00000007080"	"CCDC124"	1661	0.619506321493076
"ENSG00000007129"	"CEACAM21"	1977	0.558421851289833
"ENSG00000007168"	"PAFAH1B1"	8219	0.424869205499453
"ENSG00000007171"	"NOS2"	4399	0.498067742668788
"ENSG00000007174"	"DNAH9"	16941	0.51035948291128
"ENSG00000007202"	"KIAA0100"	9232	0.479961005199307
"ENSG00000007216"	"SLC13A2"	3226	0.574085554866708
"ENSG00000007237"	"GAS7"	10100	0.496237623762376
"ENSG00000007255"	"TRAPPC6A"	933	0.587352625937835
"ENSG00000007264"	"MATK"	4138	0.523924601256646
"ENSG00000007306"	"CEACAM7"	2653	0.503957783641161
"ENSG00000007312"	"CD79B"	2080	0.613942307692308
"ENSG00000007314"	"SCN4A"	8243	0.569331554045857
"ENSG00000007341"	"ST7L"	8108	0.456709422792304
"ENSG00000007350"	"TKTL1"	3526	0.497163925127623
"ENSG00000007372"	"PAX6"	20639	0.514317554145065
"ENSG00000007376"	"RPUSD1"	2769	0.668472372697725
"ENSG00000007384"	"RHBDF1"	4914	0.612739112739113
"ENSG00000007392"	"LUC7L"	6176	0.516515544041451
"ENSG00000007402"	"CACNA2D2"	6322	0.601075608984499
"ENSG00000007516"	"BAIAP3"	6146	0.65375854214123
"ENSG00000007520"	"TSR3"	1210	0.644628099173554
"ENSG00000007541"	"PIGQ"	7904	0.662322874493927
"ENSG00000007545"	"CRAMP1"	8373	0.57446554401051
"ENSG00000007866"	"TEAD3"	3049	0.611347982945228
"ENSG00000007908"	"SELE"	4586	0.386175316179677
"ENSG00000007923"	"DNAJC11"	5083	0.48121188274641
"ENSG00000007933"	"FMO3"	3439	0.431520790927595
"ENSG00000007944"	"MYLIP"	3072	0.4677734375
"ENSG00000007968"	"E2F2"	5462	0.549432442328817
"ENSG00000008018"	"PSMB1"	2219	0.428571428571429
"ENSG00000008056"	"SYN1"	3733	0.486739887489954
"ENSG00000008083"	"JARID2"	6244	0.506566303651505
"ENSG00000008086"	"CDKL5"	18933	0.421591929435377
"ENSG00000008118"	"CAMK1G"	3328	0.518028846153846
"ENSG00000008128"	"CDK11A"	5085	0.494985250737463
"ENSG00000008130"	"NADK"	5570	0.525134649910233
"ENSG00000008196"	"TFAP2B"	6155	0.482696994313566
"ENSG00000008226"	"DLEC1"	8338	0.552050851523147
"ENSG00000008256"	"CYTH3"	5808	0.465048209366391
"ENSG00000008277"	"ADAM22"	12199	0.398639232723994
"ENSG00000008282"	"SYPL1"	2804	0.477888730385164
"ENSG00000008283"	"CYB561"	5296	0.566654078549849
"ENSG00000008294"	"SPAG9"	11966	0.442336620424536
"ENSG00000008300"	"CELSR3"	13850	0.607220216606498
"ENSG00000008311"	"AASS"	6664	0.391806722689076
"ENSG00000008323"	"PLEKHG6"	4260	0.607746478873239
"ENSG00000008324"	"SS18L2"	1298	0.479198767334361
"ENSG00000008382"	"MPND"	2049	0.659346022449976
"ENSG00000008394"	"MGST1"	7441	0.386641580432738
"ENSG00000008405"	"CRY1"	4782	0.421371810957758
"ENSG00000008441"	"NFIX"	6302	0.608378292605522
"ENSG00000008513"	"ST3GAL1"	8852	0.518413917758699
"ENSG00000008516"	"MMP25"	4246	0.65732454074423
"ENSG00000008517"	"IL32"	3209	0.582736054845746
"ENSG00000008710"	"PKD1"	18532	0.643967191884308
"ENSG00000008735"	"MAPK8IP2"	5793	0.630761263593993
"ENSG00000008838"	"MED24"	6962	0.483481758115484
"ENSG00000008853"	"RHOBTB2"	6580	0.590577507598784
"ENSG00000008869"	"HEATR5B"	8238	0.410172371934936
"ENSG00000008952"	"SEC62"	7928	0.372098890010091
"ENSG00000008988"	"RPS20"	3002	0.435043304463691
"ENSG00000009307"	"CSDE1"	5778	0.390792661820699
"ENSG00000009335"	"UBE3C"	9215	0.456646771568096
"ENSG00000009413"	"REV3L"	12425	0.410623742454728
"ENSG00000009694"	"TENM1"	12896	0.372751240694789
"ENSG00000009709"	"PAX7"	6473	0.547350532983161
"ENSG00000009724"	"MASP2"	4257	0.484848484848485
"ENSG00000009765"	"IYD"	10362	0.433217525574213
"ENSG00000009780"	"FAM76A"	4034	0.413237481408032
"ENSG00000009790"	"TRAF3IP3"	7750	0.448
"ENSG00000009830"	"POMT2"	10008	0.479416466826539
"ENSG00000009844"	"VTA1"	7258	0.379856709837421
"ENSG00000009950"	"MLXIPL"	4815	0.573208722741433
"ENSG00000009954"	"BAZ1B"	7060	0.463031161473088
"ENSG00000010017"	"RANBP9"	3618	0.479823106688778
"ENSG00000010030"	"ETV7"	2374	0.485256950294861
"ENSG00000010072"	"SPRTN"	5906	0.422621063325432
"ENSG00000010165"	"METTL13"	3831	0.498303315061342
"ENSG00000010219"	"DYRK4"	7054	0.457470938474624
"ENSG00000010244"	"ZNF207"	15834	0.366300366300366
"ENSG00000010256"	"UQCRC1"	3204	0.525905118601748
"ENSG00000010270"	"STARD3NL"	4348	0.444802207911684
"ENSG00000010278"	"CD9"	4165	0.517887154861945
"ENSG00000010282"	"HHATL"	2888	0.582063711911357
"ENSG00000010292"	"NCAPD2"	6470	0.51854714064915
"ENSG00000010295"	"IFFO1"	5203	0.525081683644052
"ENSG00000010310"	"GIPR"	5069	0.571513118958374
"ENSG00000010318"	"PHF7"	3364	0.50089179548157
"ENSG00000010319"	"SEMA3G"	5047	0.610263522884882
"ENSG00000010322"	"NISCH"	9062	0.582211432354889
"ENSG00000010327"	"STAB1"	10588	0.620891575368341
"ENSG00000010361"	"FUZ"	2953	0.499492041991195
"ENSG00000010379"	"SLC6A13"	4243	0.470186189017205
"ENSG00000010404"	"IDS"	9294	0.427695287282117
"ENSG00000010539"	"ZNF200"	7498	0.471192317951454
"ENSG00000010610"	"CD4"	4557	0.552775949089313
"ENSG00000010626"	"LRRC23"	3052	0.545871559633027
"ENSG00000010671"	"BTK"	4575	0.439125683060109
"ENSG00000010704"	"HFE"	5675	0.433303964757709
"ENSG00000010803"	"SCMH1"	4447	0.458961097369013
"ENSG00000010810"	"FYN"	7411	0.478882741870193
"ENSG00000010818"	"HIVEP2"	10655	0.390896292820272
"ENSG00000010932"	"FMO1"	3602	0.424486396446419
"ENSG00000011007"	"ELOA"	5391	0.491745501762196
"ENSG00000011009"	"LYPLA2"	2021	0.617516081147947
"ENSG00000011021"	"CLCN6"	8173	0.529793221583262
"ENSG00000011028"	"MRC2"	6591	0.634805037171901
"ENSG00000011052"	"NME1-NME2"	1241	0.531829170024174
"ENSG00000011083"	"SLC6A7"	4277	0.602758943184475
"ENSG00000011105"	"TSPAN9"	6905	0.595944967414917
"ENSG00000011114"	"BTBD7"	11333	0.406070766787258
"ENSG00000011132"	"APBA3"	5596	0.539671193709793
"ENSG00000011143"	"MKS1"	4078	0.479156449239823
"ENSG00000011198"	"ABHD5"	7539	0.423928903037538
"ENSG00000011201"	"ANOS1"	7082	0.461451567353855
"ENSG00000011243"	"AKAP8L"	5079	0.596574128765505
"ENSG00000011258"	"MBTD1"	7184	0.403674832962138
"ENSG00000011260"	"UTP18"	2703	0.428042915279319
"ENSG00000011275"	"RNF216"	7619	0.496390602441265
"ENSG00000011295"	"TTC19"	6054	0.435744962008589
"ENSG00000011304"	"PTBP1"	6883	0.604968763620514
"ENSG00000011332"	"DPF1"	4800	0.586875
"ENSG00000011347"	"SYT7"	5953	0.595834033260541
"ENSG00000011376"	"LARS2"	12407	0.483839767872975
"ENSG00000011405"	"PIK3C2A"	9204	0.410365058670143
"ENSG00000011422"	"PLAUR"	4457	0.500560915413956
"ENSG00000011426"	"ANLN"	5997	0.40253460063365
"ENSG00000011451"	"WIZ"	9826	0.595461021778954
"ENSG00000011454"	"RABGAP1"	9151	0.422904600590099
"ENSG00000011465"	"DCN"	12548	0.350972266496653
"ENSG00000011478"	"QPCTL"	2213	0.57930411206507
"ENSG00000011485"	"PPP5C"	7089	0.561292142756383
"ENSG00000011523"	"CEP68"	8623	0.464919401600371
"ENSG00000011566"	"MAP4K3"	6056	0.414299867899604
"ENSG00000011590"	"ZBTB32"	2739	0.587440671778021
"ENSG00000011600"	"TYROBP"	907	0.501653803748622
"ENSG00000011638"	"TMEM159"	2558	0.500781860828772
"ENSG00000011677"	"GABRA3"	4150	0.436626506024096
"ENSG00000012048"	"BRCA1"	9306	0.460348162475822
"ENSG00000012061"	"ERCC1"	5576	0.50896700143472
"ENSG00000012124"	"CD22"	6165	0.549553933495539
"ENSG00000012171"	"SEMA3B"	5768	0.635922330097087
"ENSG00000012174"	"MBTPS2"	8945	0.388038010061487
"ENSG00000012211"	"PRICKLE3"	3656	0.550875273522976
"ENSG00000012223"	"LTF"	3989	0.479318124843319
"ENSG00000012232"	"EXTL3"	13046	0.504982370075119
"ENSG00000012504"	"NR1H4"	3628	0.405181918412348
"ENSG00000012660"	"ELOVL5"	3813	0.504589562024653
"ENSG00000012779"	"ALOX5"	3730	0.589544235924933
"ENSG00000012817"	"KDM5D"	9463	0.377470146887879
"ENSG00000012822"	"CALCOCO1"	8898	0.493369296471117
"ENSG00000012963"	"UBR7"	3509	0.445426047306925
"ENSG00000012983"	"MAP4K5"	7620	0.4249343832021
"ENSG00000013016"	"EHD3"	4825	0.545699481865285
"ENSG00000013275"	"PSMC4"	2550	0.531764705882353
"ENSG00000013288"	"MAN2B2"	8884	0.574290859972985
"ENSG00000013293"	"SLC7A14"	10496	0.411299542682927
"ENSG00000013297"	"CLDN11"	3732	0.493569131832797
"ENSG00000013306"	"SLC25A39"	3526	0.621951219512195
"ENSG00000013364"	"MVP"	6141	0.57352222765022
"ENSG00000013374"	"NUB1"	5411	0.482165958233229
"ENSG00000013375"	"PGM3"	7478	0.382054025140412
"ENSG00000013392"	"RWDD2A"	3769	0.428230299814274
"ENSG00000013441"	"CLK1"	5170	0.407930367504836
"ENSG00000013503"	"POLR3B"	4768	0.441484899328859
"ENSG00000013523"	"ANGEL1"	6366	0.446277097078228
"ENSG00000013561"	"RNF14"	4988	0.443263833199679
"ENSG00000013563"	"DNASE1L1"	4132	0.551064859632139
"ENSG00000013573"	"DDX11"	8367	0.565316122863631
"ENSG00000013583"	"HEBP1"	3428	0.448074679113186
"ENSG00000013588"	"GPRC5A"	8440	0.497867298578199
"ENSG00000013619"	"MAMLD1"	5958	0.544645854313528
"ENSG00000013725"	"CD6"	5958	0.582242363209131
"ENSG00000013810"	"TACC3"	8202	0.5960741282614
"ENSG00000014123"	"UFL1"	4539	0.37320995814056
"ENSG00000014138"	"POLA2"	5568	0.51257183908046
"ENSG00000014164"	"ZC3H3"	3721	0.655737704918033
"ENSG00000014216"	"CAPN1"	7553	0.605719581623196
"ENSG00000014257"	"ACPP"	4280	0.432476635514019
"ENSG00000014641"	"MDH1"	4990	0.41122244488978
"ENSG00000014824"	"SLC30A9"	7199	0.378802611473816
"ENSG00000014914"	"MTMR11"	4572	0.509842519685039
"ENSG00000014919"	"COX15"	4177	0.431410102944697
"ENSG00000015133"	"CCDC88C"	12426	0.505230967326573
"ENSG00000015153"	"YAF2"	10839	0.391641295322447
"ENSG00000015171"	"ZMYND11"	5300	0.428679245283019
"ENSG00000015285"	"WAS"	2381	0.600167996640067
"ENSG00000015475"	"BID"	4446	0.571075123706703
"ENSG00000015479"	"MATR3"	12064	0.385278514588859
"ENSG00000015520"	"NPC1L1"	5252	0.553122619954303
"ENSG00000015532"	"XYLT2"	5472	0.586074561403509
"ENSG00000015568"	"RGPD5"	14185	0.399295029961227
"ENSG00000015592"	"STMN4"	3294	0.476017000607165
"ENSG00000015676"	"NUDCD3"	9893	0.463357929849389
"ENSG00000016082"	"ISL1"	2817	0.451544195953142
"ENSG00000016391"	"CHDH"	7787	0.518556568640041
"ENSG00000016402"	"IL20RA"	4730	0.453911205073996
"ENSG00000016490"	"CLCA1"	3340	0.432035928143713
"ENSG00000016864"	"GLT8D1"	3783	0.482685699180544
"ENSG00000017260"	"ATP2C1"	8533	0.398218680417204
"ENSG00000017427"	"IGF1"	8122	0.401502093080522
"ENSG00000017483"	"SLC38A5"	4018	0.56470881035341
"ENSG00000017797"	"RALBP1"	8041	0.459395597562492
"ENSG00000018189"	"RUFY3"	9405	0.412971823498139
"ENSG00000018236"	"CNTN1"	7492	0.389482114255206
"ENSG00000018280"	"SLC11A1"	8676	0.573766712770862
"ENSG00000018408"	"WWTR1"	8413	0.390942588850588
"ENSG00000018510"	"AGPS"	8850	0.366779661016949
"ENSG00000018607"	"AC097532.4"	1774	0.43630214205186
"ENSG00000018610"	"CXorf56"	2580	0.472093023255814
"ENSG00000018625"	"ATP1A2"	6298	0.533343918704351
"ENSG00000018699"	"TTC27"	3443	0.444670345628812
"ENSG00000018869"	"ZNF582"	3350	0.42
"ENSG00000019102"	"VSIG2"	1447	0.556323427781617
"ENSG00000019144"	"PHLDB1"	21715	0.54390973981119
"ENSG00000019169"	"MARCO"	2079	0.568542568542569
"ENSG00000019186"	"CYP24A1"	3988	0.477432296890672
"ENSG00000019485"	"PRDM11"	13940	0.543328550932568
"ENSG00000019505"	"SYT13"	5445	0.478236914600551
"ENSG00000019549"	"SNAI2"	3281	0.418774763791527
"ENSG00000019582"	"CD74"	4780	0.511924686192469
"ENSG00000019991"	"HGF"	9753	0.366143750640828
"ENSG00000019995"	"ZRANB1"	5993	0.393625896879693
"ENSG00000020129"	"NCDN"	4917	0.612161887329673
"ENSG00000020181"	"ADGRA2"	7084	0.628176171654433
"ENSG00000020219"	"CCT8L1"	1674	0.571087216248507
"ENSG00000020256"	"ZFP64"	6790	0.462297496318115
"ENSG00000020426"	"MNAT1"	3877	0.364457054423523
"ENSG00000020577"	"SAMD4A"	12170	0.477239112571898
"ENSG00000020633"	"RUNX3"	4523	0.535706389564448
"ENSG00000020922"	"MRE11A"	7689	0.398751463129146
"ENSG00000021300"	"PLEKHB1"	4933	0.565984188120819
"ENSG00000021355"	"SERPINB1"	3047	0.493600262553331
"ENSG00000021461"	"CYP3A43"	2637	0.432688661357603
"ENSG00000021488"	"SLC7A9"	2598	0.449961508852964
"ENSG00000021574"	"SPAST"	9490	0.40895679662803
"ENSG00000021645"	"NRXN3"	15535	0.45381396845832
"ENSG00000021762"	"OSBPL5"	7473	0.60457647531112
"ENSG00000021776"	"AQR"	13431	0.407192316283225
"ENSG00000021826"	"CPS1"	10864	0.416881443298969
"ENSG00000021852"	"C8B"	2732	0.434480234260615
"ENSG00000022267"	"FHL1"	5862	0.501194131695667
"ENSG00000022277"	"RTFDC1"	4063	0.463204528673394
"ENSG00000022355"	"GABRA1"	8420	0.383610451306413
"ENSG00000022556"	"NLRP2"	6313	0.507682559797244
"ENSG00000022567"	"SLC45A4"	8608	0.535664498141264
"ENSG00000022840"	"RNF10"	5900	0.504915254237288
"ENSG00000022976"	"ZNF839"	5590	0.532200357781753
"ENSG00000023041"	"ZDHHC6"	3748	0.409551760939168
"ENSG00000023171"	"GRAMD1B"	14944	0.508163811563169
"ENSG00000023191"	"RNH1"	7374	0.612015188500136
"ENSG00000023228"	"NDUFS1"	12174	0.419993428618367
"ENSG00000023287"	"RB1CC1"	7613	0.383029029292001
"ENSG00000023318"	"ERP44"	4808	0.376663893510815
"ENSG00000023330"	"ALAS1"	2536	0.51813880126183
"ENSG00000023445"	"BIRC3"	7518	0.366719872306464
"ENSG00000023516"	"AKAP11"	9915	0.372970247100353
"ENSG00000023572"	"GLRX2"	6210	0.42512077294686
"ENSG00000023608"	"SNAPC1"	2593	0.368684920940995
"ENSG00000023697"	"DERA"	2813	0.408460718094561
"ENSG00000023734"	"STRAP"	2215	0.423476297968397
"ENSG00000023839"	"ABCC2"	7837	0.442643868827357
"ENSG00000023892"	"DEF6"	2579	0.60566110895696
"ENSG00000023902"	"PLEKHO1"	6629	0.543822597676874
"ENSG00000023909"	"GCLM"	5426	0.385366752672318
"ENSG00000024048"	"UBR2"	8840	0.418891402714932
"ENSG00000024422"	"EHD2"	3844	0.606919875130073
"ENSG00000024526"	"DEPDC1"	5904	0.369918699186992
"ENSG00000024862"	"CCDC28A"	1507	0.463171864631719
"ENSG00000025039"	"RRAGD"	5095	0.485966633954858
"ENSG00000025156"	"HSF2"	2697	0.403411197626993
"ENSG00000025293"	"PHF20"	8372	0.449474438604873
"ENSG00000025423"	"HSD17B6"	2272	0.477112676056338
"ENSG00000025434"	"NR1H3"	4534	0.559991177767975
"ENSG00000025708"	"TYMP"	3600	0.650555555555556
"ENSG00000025770"	"NCAPH2"	4459	0.601255886970173
"ENSG00000025772"	"TOMM34"	1973	0.491637100861632
"ENSG00000025796"	"SEC63"	8606	0.420520567046247
"ENSG00000025800"	"KPNA6"	7457	0.47592865763712
"ENSG00000026025"	"VIM"	5176	0.502704791344668
"ENSG00000026036"	"RTEL1-TNFRSF6B"	9093	0.638953040800616
"ENSG00000026103"	"FAS"	5578	0.42846898529939
"ENSG00000026297"	"RNASET2"	7643	0.474290200183174
"ENSG00000026508"	"CD44"	10004	0.42313074770092
"ENSG00000026559"	"KCNG1"	5415	0.537211449676824
"ENSG00000026652"	"AGPAT4"	14253	0.442643653967586
"ENSG00000026751"	"SLAMF7"	4833	0.460376577695013
"ENSG00000026950"	"BTN3A1"	5539	0.475356562556418
"ENSG00000027001"	"MIPEP"	3388	0.391971664698937
"ENSG00000027075"	"PRKCH"	8830	0.494563986409966
"ENSG00000027644"	"INSRR"	5200	0.550384615384615
"ENSG00000027697"	"IFNGR1"	3277	0.45773573390296
"ENSG00000027847"	"B4GALT7"	4878	0.605166051660517
"ENSG00000027869"	"SH2D2A"	2512	0.572452229299363
"ENSG00000028116"	"VRK2"	3531	0.440101954120646
"ENSG00000028137"	"TNFRSF1B"	3778	0.594494441503441
"ENSG00000028203"	"VEZT"	8766	0.385694729637235
"ENSG00000028277"	"POU2F2"	9072	0.482804232804233
"ENSG00000028310"	"BRD9"	9549	0.574196250916326
"ENSG00000028528"	"SNX1"	9789	0.463479415670651
"ENSG00000028839"	"TBPL1"	5039	0.392538202024211
"ENSG00000029153"	"ARNTL2"	6983	0.408850064442217
"ENSG00000029363"	"BCLAF1"	9533	0.396936955837617
"ENSG00000029364"	"SLC39A9"	7138	0.434995797142057
"ENSG00000029534"	"ANK1"	10797	0.508474576271186
