"gene_id"	"gene_symbol"	"length"	"gc"
"ENSMUSG00000001151"	"Pcnt"	12154	0.48403817673194
"ENSMUSG00000001156"	"Mxd1"	7072	0.476244343891403
"ENSMUSG00000001157"	"Gmcl1"	6493	0.444170645310334
"ENSMUSG00000001158"	"Snrnp27"	1837	0.438758845944475
"ENSMUSG00000001166"	"Oas1c"	2405	0.491060291060291
"ENSMUSG00000001173"	"Ocrl"	9486	0.441176470588235
"ENSMUSG00000001175"	"Calm1"	4706	0.466000849978751
"ENSMUSG00000001211"	"Agpat3"	7790	0.511168164313222
"ENSMUSG00000001227"	"Sema6b"	3968	0.583921370967742
"ENSMUSG00000001228"	"Uhrf1"	4259	0.544024418877671
"ENSMUSG00000001229"	"Dpp9"	7883	0.546111886337689
"ENSMUSG00000001240"	"Ramp2"	3301	0.565586186004241
"ENSMUSG00000001247"	"Lsr"	2172	0.551565377532228
"ENSMUSG00000001248"	"Gramd1a"	5239	0.542279060889483
"ENSMUSG00000001249"	"Hpn"	4101	0.539380638868569
"ENSMUSG00000001280"	"Sp1"	8262	0.43996610990075
"ENSMUSG00000001281"	"Itgb7"	2770	0.503249097472924
"ENSMUSG00000001285"	"Myg1"	2823	0.517888770811194
"ENSMUSG00000001288"	"Rarg"	4261	0.558554329969491
"ENSMUSG00000001289"	"Pfdn5"	1394	0.536585365853659
"ENSMUSG00000001300"	"Efnb2"	6855	0.493946024799417
"ENSMUSG00000001305"	"Rrp15"	3239	0.481321395492436
"ENSMUSG00000001313"	"Rnd2"	1990	0.594974874371859
"ENSMUSG00000001323"	"Srr"	4560	0.446710526315789
"ENSMUSG00000001333"	"Sync"	2862	0.520614954577219
"ENSMUSG00000001334"	"Fndc5"	2763	0.534925805284111
"ENSMUSG00000001349"	"Cnn1"	2736	0.527046783625731
"ENSMUSG00000001366"	"Fbxo9"	3103	0.457299387689333
"ENSMUSG00000001376"	"Vps50"	10856	0.40668754605748
"ENSMUSG00000001380"	"Hars"	2447	0.458929301185125
"ENSMUSG00000001383"	"Zmat2"	2592	0.459876543209877
"ENSMUSG00000001403"	"Ube2c"	2600	0.532307692307692
"ENSMUSG00000001415"	"Smg5"	6956	0.538959171937895
"ENSMUSG00000001416"	"Cct3"	6370	0.457142857142857
"ENSMUSG00000001418"	"Glmp"	6291	0.516769988872993
"ENSMUSG00000001419"	"Mef2d"	5985	0.550543024227235
"ENSMUSG00000001420"	"Tmem79"	2912	0.469436813186813
"ENSMUSG00000001424"	"Snd1"	9757	0.494311776160705
"ENSMUSG00000001435"	"Col18a1"	7021	0.496795328300812
"ENSMUSG00000001436"	"Slc19a1"	4644	0.547372954349699
"ENSMUSG00000001440"	"Kpnb1"	6590	0.468285280728376
"ENSMUSG00000001441"	"Npepps"	7206	0.445323341659728
"ENSMUSG00000001445"	"Mrpl10"	1708	0.525175644028103
"ENSMUSG00000001467"	"Cyp51"	4415	0.450056625141563
"ENSMUSG00000001472"	"Tcf25"	5390	0.536363636363636
"ENSMUSG00000001473"	"Tubb6"	2437	0.550677061961428
"ENSMUSG00000001482"	"Def8"	4408	0.534029038112523
"ENSMUSG00000001493"	"Meox1"	2228	0.504488330341113
"ENSMUSG00000001497"	"Pax9"	5056	0.479628164556962
"ENSMUSG00000001504"	"Irx2"	3282	0.555453991468617
"ENSMUSG00000001506"	"Col1a1"	6563	0.576565595002285
"ENSMUSG00000001507"	"Itga3"	5710	0.530472854640981
"ENSMUSG00000001508"	"Sgca"	1735	0.514697406340058
"ENSMUSG00000001510"	"Dlx3"	2607	0.562332182585347
"ENSMUSG00000001517"	"Foxm1"	5754	0.535627389641988
"ENSMUSG00000001518"	"Itfg2"	7096	0.473647125140924
"ENSMUSG00000001520"	"Nrip2"	3757	0.516369443705084
"ENSMUSG00000001521"	"Tulp3"	9342	0.479554699207878
"ENSMUSG00000001524"	"Gtf2h4"	3313	0.52369453667371
"ENSMUSG00000001525"	"Tubb5"	3327	0.537421100090171
"ENSMUSG00000001542"	"Ell2"	9828	0.404863654863655
"ENSMUSG00000001552"	"Jup"	6436	0.550497203231821
"ENSMUSG00000001555"	"Fkbp10"	2935	0.571720613287905
"ENSMUSG00000001558"	"Klhl10"	2161	0.489588153632577
"ENSMUSG00000001569"	"Nom1"	9232	0.469562391681109
"ENSMUSG00000001576"	"Ergic1"	8888	0.523964896489649
"ENSMUSG00000001588"	"Acap1"	4878	0.487084870848708
"ENSMUSG00000001604"	"Tcea3"	1400	0.552857142857143
"ENSMUSG00000001627"	"Ifrd1"	5858	0.419426425401161
"ENSMUSG00000001630"	"Stk38l"	4880	0.457786885245902
"ENSMUSG00000001632"	"Brpf1"	6779	0.526478831686089
"ENSMUSG00000001642"	"Akr1b3"	8384	0.503578244274809
"ENSMUSG00000001663"	"Gstt1"	1528	0.477748691099476
"ENSMUSG00000001665"	"Gstt3"	3842	0.502602811035919
"ENSMUSG00000001666"	"Ddt"	773	0.534282018111255
"ENSMUSG00000001672"	"Marveld3"	3284	0.523447015834348
"ENSMUSG00000001674"	"Ddx18"	2483	0.473217881594845
"ENSMUSG00000001687"	"Ubl3"	8098	0.481476907878489
"ENSMUSG00000001700"	"Gramd3"	5679	0.462757527733756
"ENSMUSG00000001707"	"Eef1e1"	3257	0.47497697267424
"ENSMUSG00000001729"	"Akt1"	4098	0.601512933138116
"ENSMUSG00000001739"	"Cldn15"	2124	0.53436911487759
"ENSMUSG00000001741"	"Il16"	7865	0.475778766687858
"ENSMUSG00000001750"	"Tcirg1"	4603	0.524223332609168
"ENSMUSG00000001751"	"Naglu"	2658	0.595184349134688
"ENSMUSG00000001755"	"Coasy"	2867	0.558423439134984
"ENSMUSG00000001761"	"Smo"	5621	0.552392812666785
"ENSMUSG00000001763"	"Tspan33"	5195	0.491819056785371
"ENSMUSG00000001767"	"Crnkl1"	3844	0.452913631633715
"ENSMUSG00000001768"	"Rin2"	11271	0.472895040369089
"ENSMUSG00000001774"	"Chordc1"	7498	0.352627367297946
"ENSMUSG00000001783"	"Rtcb"	2615	0.463479923518164
"ENSMUSG00000001785"	"Pwp1"	2942	0.472467709041468
"ENSMUSG00000001786"	"Fbxo7"	6180	0.466666666666667
"ENSMUSG00000001794"	"Capns1"	2477	0.496972143722245
"ENSMUSG00000001827"	"Folr1"	2297	0.475838049629952
"ENSMUSG00000001829"	"Clpb"	9960	0.488453815261044
"ENSMUSG00000001833"	"Sept7"	11631	0.361447854870604
"ENSMUSG00000001844"	"Zdhhc4"	2864	0.512569832402235
"ENSMUSG00000001847"	"Rac1"	4496	0.505338078291815
"ENSMUSG00000001855"	"Nup214"	9659	0.524795527487318
"ENSMUSG00000001864"	"Aif1l"	4032	0.524305555555556
"ENSMUSG00000001870"	"Ltbp1"	10691	0.50014030492938
"ENSMUSG00000001891"	"Ugp2"	3069	0.463668947539915
"ENSMUSG00000001909"	"Trmt1"	6306	0.519663812242309
"ENSMUSG00000001910"	"Nacc1"	4673	0.552321848919324
"ENSMUSG00000001911"	"Nfix"	7351	0.545640048972929
"ENSMUSG00000001918"	"Slc1a5"	4173	0.546848789839444
"ENSMUSG00000001924"	"Uba1"	4819	0.514214567337622
"ENSMUSG00000001930"	"Vwf"	16064	0.528261952191235
"ENSMUSG00000001942"	"Siae"	10497	0.438887301133657
"ENSMUSG00000001943"	"Vsig2"	1979	0.515917129863567
"ENSMUSG00000001946"	"Esam"	2867	0.541681199860481
"ENSMUSG00000001948"	"Spa17"	1061	0.419415645617342
"ENSMUSG00000001962"	"Fam50a"	2288	0.524912587412587
"ENSMUSG00000001964"	"Emd"	2517	0.520858164481526
"ENSMUSG00000001983"	"Taco1"	1383	0.533622559652928
"ENSMUSG00000001986"	"Gria3"	9859	0.404402069175373
"ENSMUSG00000001995"	"Sipa1l2"	9617	0.498284288239576
"ENSMUSG00000001998"	"Ap4e1"	9810	0.402344546381244
"ENSMUSG00000001999"	"Blvra"	2446	0.465249386753884
"ENSMUSG00000002006"	"Pdzd4"	3970	0.536020151133501
"ENSMUSG00000002010"	"Idh3g"	2701	0.470566456867827
"ENSMUSG00000002012"	"Pnck"	1971	0.589041095890411
"ENSMUSG00000002014"	"Ssr4"	3096	0.521963824289406
"ENSMUSG00000002015"	"Bcap31"	1219	0.484823625922888
"ENSMUSG00000002017"	"Fam98a"	3564	0.469416386083053
"ENSMUSG00000002020"	"Ltbp2"	8184	0.523826979472141
"ENSMUSG00000002028"	"Kmt2a"	16670	0.476604679064187
"ENSMUSG00000002031"	"Ift46"	6416	0.491115960099751
"ENSMUSG00000002032"	"Tmem25"	3212	0.528331257783313
"ENSMUSG00000002043"	"Trappc6a"	1589	0.605412208936438
"ENSMUSG00000002052"	"Supt6"	7095	0.481747709654686
"ENSMUSG00000002055"	"Spag5"	5624	0.498399715504979
"ENSMUSG00000002057"	"Foxn1"	3214	0.530491599253267
"ENSMUSG00000002058"	"Unc119"	2448	0.58047385620915
"ENSMUSG00000002059"	"Rab34"	2385	0.567295597484277
"ENSMUSG00000002064"	"Sdf2"	1515	0.506270627062706
"ENSMUSG00000002068"	"Ccne1"	2662	0.53794139744553
"ENSMUSG00000002076"	"Hsf2bp"	3589	0.476734466425188
"ENSMUSG00000002083"	"Bbc3"	2124	0.637476459510358
"ENSMUSG00000002102"	"Psmc3"	2607	0.549290372075182
"ENSMUSG00000002103"	"Acp2"	5186	0.478981874276899
"ENSMUSG00000002104"	"Rapsn"	1802	0.584905660377358
"ENSMUSG00000002105"	"Slc39a13"	4869	0.544259601560895
"ENSMUSG00000002107"	"Celf2"	25884	0.392481842064596
"ENSMUSG00000002108"	"Nr1h3"	2515	0.498608349900596
"ENSMUSG00000002109"	"Ddb2"	2736	0.425438596491228
"ENSMUSG00000002129"	"Sf3a1"	6147	0.493899463152757
"ENSMUSG00000002147"	"Stat6"	4402	0.542253521126761
"ENSMUSG00000002205"	"Vrk3"	6744	0.503113879003559
"ENSMUSG00000002210"	"Smg9"	3702	0.589141004862237
"ENSMUSG00000002221"	"Paxip1"	10271	0.485736539772174
"ENSMUSG00000002222"	"Rmnd5a"	6783	0.445378151260504
"ENSMUSG00000002227"	"Mov10"	5607	0.505439629035135
"ENSMUSG00000002228"	"Ppm1j"	1814	0.582690187431091
"ENSMUSG00000002233"	"Rhoc"	1618	0.57849196538937
"ENSMUSG00000002249"	"Tead3"	6714	0.584599344652964
"ENSMUSG00000002250"	"Ppard"	7514	0.560819803034336
"ENSMUSG00000002257"	"Def6"	2672	0.591317365269461
"ENSMUSG00000002274"	"Metrn"	3771	0.575178997613365
"ENSMUSG00000002279"	"Lmf1"	13589	0.523290897049084
"ENSMUSG00000002280"	"Narfl"	6223	0.555841234131448
"ENSMUSG00000002289"	"Angptl4"	3541	0.496469923750353
"ENSMUSG00000002297"	"Dbf4"	8728	0.411319890009166
"ENSMUSG00000002307"	"Daxx"	3151	0.563313233894002
"ENSMUSG00000002308"	"Cd320"	2883	0.518210197710718
"ENSMUSG00000002319"	"Ipo4"	4669	0.551295780681088
"ENSMUSG00000002320"	"Tm9sf1"	3880	0.503092783505155
"ENSMUSG00000002325"	"Irf9"	5386	0.510025993316004
"ENSMUSG00000002326"	"Gmpr2"	3925	0.450955414012739
"ENSMUSG00000002329"	"Mdp1"	2032	0.490157480314961
"ENSMUSG00000002332"	"Dhrs1"	2760	0.523188405797101
"ENSMUSG00000002341"	"Ncan"	7195	0.501320361362057
"ENSMUSG00000002342"	"Tmem161a"	3673	0.566839096106725
"ENSMUSG00000002343"	"Armc6"	3262	0.534334763948498
"ENSMUSG00000002345"	"Borcs8"	1468	0.536784741144414
"ENSMUSG00000002346"	"Slc25a42"	5996	0.493829219479653
"ENSMUSG00000002365"	"Snx9"	3617	0.496820569532762
"ENSMUSG00000002372"	"Ranbp3"	6960	0.541379310344828
"ENSMUSG00000002379"	"Ndufa11"	1092	0.576923076923077
"ENSMUSG00000002393"	"Nr2f6"	2983	0.619175326852162
"ENSMUSG00000002395"	"Use1"	2203	0.553336359509759
"ENSMUSG00000002396"	"Ocel1"	7133	0.570727604093649
"ENSMUSG00000002409"	"Dyrk1b"	2695	0.63747680890538
"ENSMUSG00000002413"	"Braf"	13862	0.393521858317703
"ENSMUSG00000002416"	"Ndufb2"	5628	0.447050461975835
"ENSMUSG00000002428"	"Hltf"	5931	0.392176698701737
"ENSMUSG00000002455"	"Prpf6"	3859	0.504275719098212
"ENSMUSG00000002458"	"Rgs19"	2230	0.540807174887892
"ENSMUSG00000002459"	"Rgs20"	4239	0.379806558150507
"ENSMUSG00000002475"	"Abhd3"	2334	0.448157669237361
"ENSMUSG00000002477"	"Snrpd1"	2052	0.420077972709552
"ENSMUSG00000002486"	"Tchp"	7397	0.546843314857375
"ENSMUSG00000002489"	"Tiam1"	10048	0.495322452229299
"ENSMUSG00000002496"	"Tsc2"	9620	0.523804573804574
"ENSMUSG00000002504"	"Slc9a3r2"	2646	0.608465608465608
"ENSMUSG00000002524"	"Puf60"	4748	0.5530749789385
"ENSMUSG00000002546"	"Golga2"	5500	0.546363636363636
"ENSMUSG00000002550"	"Uck1"	2751	0.555434387495456
"ENSMUSG00000002580"	"Mien1"	747	0.56760374832664
"ENSMUSG00000002602"	"Axl"	5033	0.535863302205444
"ENSMUSG00000002603"	"Tgfb1"	5042	0.567036890122967
"ENSMUSG00000002608"	"Ccdc97"	3939	0.51967504442752
"ENSMUSG00000002617"	"Zfp40"	4482	0.381079875055779
"ENSMUSG00000002625"	"Akap8l"	5073	0.526512911492214
"ENSMUSG00000002635"	"Pdcd2l"	1549	0.493221433182699
"ENSMUSG00000002658"	"Gtf2f1"	1717	0.511939429237041
"ENSMUSG00000002660"	"Clpp"	1223	0.572363041700736
"ENSMUSG00000002661"	"Alkbh7"	1029	0.554907677356657
"ENSMUSG00000002679"	"Med6"	1447	0.388389771941949
"ENSMUSG00000002688"	"Prkd1"	3653	0.452504790583082
"ENSMUSG00000002718"	"Cse1l"	5273	0.419874834060307
"ENSMUSG00000002728"	"Naa20"	3705	0.398110661268556
"ENSMUSG00000002731"	"Prkra"	2028	0.516765285996055
"ENSMUSG00000002732"	"Fkbp7"	1485	0.417508417508417
"ENSMUSG00000002733"	"Plekha3"	3126	0.441458733205374
"ENSMUSG00000002741"	"Ykt6"	2984	0.526139410187668
"ENSMUSG00000002748"	"Baz1b"	13667	0.452696275700593
"ENSMUSG00000002763"	"Pex6"	3796	0.614857744994731
"ENSMUSG00000002767"	"Mrpl2"	1170	0.558119658119658
"ENSMUSG00000002768"	"Mea1"	1844	0.587852494577007
"ENSMUSG00000002769"	"Gnmt"	1206	0.553067993366501
"ENSMUSG00000002771"	"Grin2d"	6658	0.475217783118053
"ENSMUSG00000002778"	"Kdelr1"	1874	0.534685165421558
"ENSMUSG00000002781"	"Tmem143"	7518	0.515030593242884
"ENSMUSG00000002791"	"Pdxk-ps"	3119	0.489259378005771
"ENSMUSG00000002797"	"Ggct"	7745	0.448805681084571
"ENSMUSG00000002799"	"Jag2"	6965	0.611629576453697
"ENSMUSG00000002803"	"Btbd6"	2324	0.583476764199656
"ENSMUSG00000002804"	"Nudt14"	1587	0.551984877126654
"ENSMUSG00000002808"	"Epdr1"	2745	0.469581056466302
"ENSMUSG00000002812"	"Flii"	5039	0.546735463385592
"ENSMUSG00000002814"	"Top3a"	4599	0.469667318982387
"ENSMUSG00000002820"	"Atg4d"	7264	0.534553964757709
"ENSMUSG00000002825"	"Qtrt1"	1973	0.5727318803852
"ENSMUSG00000002831"	"Plin4"	6350	0.556377952755906
"ENSMUSG00000002833"	"Hdgfrp2"	4876	0.569114027891715
"ENSMUSG00000002835"	"Chaf1a"	8854	0.533205330923876
"ENSMUSG00000002844"	"Adprh"	2966	0.490222521915037
"ENSMUSG00000002845"	"Tmem39a"	4094	0.46800195407914
"ENSMUSG00000002846"	"Timmdc1"	1784	0.439461883408072
"ENSMUSG00000002847"	"Pla1a"	2009	0.483822797411648
"ENSMUSG00000002870"	"Mcm2"	6956	0.52458309373203
"ENSMUSG00000002871"	"Tpra1"	4171	0.571325821146008
"ENSMUSG00000002881"	"Nab1"	4100	0.474634146341463
"ENSMUSG00000002885"	"Adgre5"	3757	0.513707745541656
"ENSMUSG00000002897"	"Il17ra"	8662	0.524128376818287
"ENSMUSG00000002900"	"Lamb1"	9917	0.491781788847434
"ENSMUSG00000002908"	"Kcnn1"	4587	0.551558752997602
"ENSMUSG00000002910"	"Arrdc2"	3232	0.551361386138614
"ENSMUSG00000002948"	"Map2k7"	3829	0.558109166884304
"ENSMUSG00000002949"	"Timm44"	3664	0.484170305676856
"ENSMUSG00000002957"	"Ap2a2"	5663	0.533109659191241
"ENSMUSG00000002963"	"Pnkp"	3250	0.570153846153846
"ENSMUSG00000002968"	"Med25"	7629	0.546991742036964
"ENSMUSG00000002980"	"Bcam"	3199	0.577680525164114
"ENSMUSG00000002981"	"Clptm1"	6210	0.500805152979066
"ENSMUSG00000002983"	"Relb"	3885	0.51994851994852
"ENSMUSG00000002984"	"Tomm40"	4513	0.554619986705074
"ENSMUSG00000002985"	"Apoe"	2138	0.5355472404116
"ENSMUSG00000002996"	"Hbp1"	6167	0.431652343116588
"ENSMUSG00000002997"	"Prkar2b"	3652	0.480284775465498
"ENSMUSG00000003031"	"Cdkn1b"	4552	0.430799648506151
"ENSMUSG00000003032"	"Klf4"	3049	0.497212200721548
